Area (sq. ft.),Labor Cost (₹),Material Type,Pipes (₹),Lights (₹),Fans (₹),Steel (₹),Bricks (₹),Total Cost (₹)
4204,54326,1,12025,5602,8686,67742,58601,4518502
643,82693,0,5093,3657,4373,106411,71514,1016403
4149,73533,0,14114,7005,9204,132646,38199,7916563
3768,33386,1,16333,7849,6325,51620,77277,5624725
1569,73837,1,12293,3871,5386,98661,68641,3092371
2685,72697,0,6909,11723,9104,121153,21329,3010509
3037,56999,0,16646,13935,6977,170585,45853,3792453
4936,139377,0,18499,6869,5351,82227,93180,8089840
801,46149,1,19841,6208,4901,168430,32111,1755603
2665,90047,0,15821,2349,5666,161970,70262,5110830
2260,127122,0,12054,6860,8495,140611,37698,4046055
4746,108830,1,19647,5090,9427,189513,34122,8803846
3154,40727,1,6879,7848,6105,181402,77173,4096916
1948,101626,1,14996,4264,6650,159781,74614,3692053
1131,101031,0,6158,3523,3281,55482,45340,1826820
861,81552,1,16412,2641,5750,55539,63421,1974020
4691,124561,1,10221,10905,3661,186641,20937,8034226
4887,42147,1,5357,10190,3479,145007,75187,7915501
2574,99088,1,13333,5496,9762,173970,55466,4519559
4900,47362,1,14986,7812,8325,64199,52251,9268397
3270,69315,0,16070,14698,3548,179893,29169,3619558
3417,117433,0,7218,12750,3642,59406,32698,6589683
1268,54978,0,12532,14395,3987,80769,50132,1521802
1485,40996,0,12906,3927,8977,102544,22310,2541912
704,47898,0,15251,10480,9887,144379,39631,1325351
1366,105275,1,14270,7546,3363,186189,61556,2350100
3125,46777,0,13693,12962,6687,125428,25367,3758163
1161,147318,1,18268,8045,9550,150369,46695,1785291
1178,144791,0,11074,8433,7065,54706,39035,2317366
799,43297,0,12925,7987,8177,59845,80523,1102437
757,97279,0,5885,8163,6979,93929,68362,1557848
3262,43536,1,7939,8461,8683,167024,67268,6895290
739,100972,0,13794,13726,8386,88554,21242,1489589
3800,60589,1,17612,12241,5312,135941,91592,4509094
4045,30421,0,15156,8359,4349,163874,47289,6507076
2765,134720,1,17086,3623,8702,155038,92267,5583658
3012,85349,0,10818,2252,9765,186794,76414,6258678
4790,84444,1,15736,12462,4169,79304,88610,8660196
4951,77350,1,17603,13471,9094,128282,99961,6929921
4903,36808,0,6724,14917,5112,139879,90968,6428838
908,67481,0,10929,8211,9511,120310,72402,1908552
1020,131481,0,5171,5662,3590,119003,96688,2157116
3032,66544,0,18701,8482,8941,143216,55392,4807992
4384,116310,0,9676,7778,8512,176882,57132,5140874
2376,118648,1,6301,2367,8958,55389,86001,4350425
3241,119130,0,18632,11762,6515,95522,86035,5492236
4032,144547,0,5083,4030,3683,170629,87507,4495287
1150,120305,0,11231,13262,6210,81144,45099,2166038
3344,108134,0,14363,14646,3130,83196,35115,4045256
2658,124827,1,19126,14700,7812,191892,23353,5334767
3151,145814,1,14135,12638,5820,166624,94196,5812668
2767,58594,1,9828,14831,6743,104715,56273,3261016
1528,44980,1,11679,4700,5709,170178,40720,2718595
2055,79401,1,6786,9558,9965,176083,21290,4113158
1012,139963,1,19663,14153,4972,87129,94696,2312522
1735,122941,1,17385,12037,9577,107565,63106,2315749
618,67819,1,9309,6623,5154,174260,44355,1074282
4980,95126,0,13998,5337,5073,172354,43024,9174399
759,68879,0,13502,4296,9722,72664,68284,1172931
1698,34391,0,6760,12423,9325,167436,23984,2960978
2649,120349,1,10491,13457,7008,155177,43332,4711642
2932,136091,1,18789,9845,5686,111333,37072,5197423
1459,115640,0,7230,10244,9521,95204,93396,2283194
3448,50393,0,11341,12321,3268,181198,60558,3904656
1065,100441,0,6982,11761,5378,92223,89444,1943647
4602,130640,1,14548,14116,7204,93286,71502,7403365
2879,81736,1,17178,7204,6259,89996,56559,4484944
3950,80917,1,17089,3408,7842,76206,23103,5362736
944,132221,1,11553,2718,8261,161993,23303,2179882
4039,95526,1,11864,8857,6117,198880,98002,6053065
3208,93743,0,5356,2570,3242,170167,82637,3972486
2835,141112,1,16354,9010,7868,138502,23687,5420803
1535,88486,1,9951,3048,8870,110692,83675,2916410
3544,96650,1,14390,5999,9284,163198,73552,5102712
1786,122331,1,15893,7662,8271,98808,55140,2464042
1958,43010,0,17930,5964,5447,87006,61070,3039293
2720,134344,1,10060,5074,7636,174127,91077,3421661
2130,80291,0,9734,2853,5066,197770,85251,2985441
4527,37967,0,18709,12853,9736,110302,56022,9136458
3616,117573,0,7311,6289,7027,64364,50718,4413472
3454,149350,1,10610,7846,9077,147000,94599,4922263
763,141067,0,15968,9015,6550,168130,74090,1283854
4699,148204,0,13718,2829,6247,65057,28682,9249233
720,142747,1,8244,2692,3220,178344,57552,1878680
833,72936,0,11884,7975,9431,126401,63995,1175160
1824,77692,1,16522,7496,3582,177738,37419,3882806
3182,138092,0,5364,5616,7420,122247,45939,3959549
1460,63913,0,12562,9920,8079,157227,72506,2364253
1980,97163,1,17296,5162,5999,72708,40632,3479823
935,40050,1,8331,4700,9778,188764,25553,1744531
2941,145933,1,5112,8628,4440,85594,28545,3718992
542,105210,1,16982,3574,7591,168216,54850,1427459
1465,117681,0,15714,4152,7118,93504,56341,2766574
4606,88865,0,9574,9192,9605,188295,69331,9316039
715,145057,0,18489,8637,5426,184408,68004,1397378
3735,44264,1,14039,7568,4633,128970,83526,5725521
4820,84007,1,16999,12338,3188,157897,46302,6926533
3205,123304,1,7529,3551,7544,174059,73063,3895929
1272,117240,0,14861,6679,3641,192061,33930,1710333
2322,147920,0,11571,14486,9492,90014,89265,4452549
4611,146473,1,12684,3620,7793,198699,59029,6452780
3655,61961,0,19520,6042,7936,102483,78063,5711465
3780,79726,1,13151,5801,7123,158386,86514,7931208
557,45759,1,19128,13195,9816,186480,88686,1029899
4189,144392,1,16858,13726,6667,153583,76796,6869477
2343,35504,0,18003,14984,9006,152511,86382,3873586
960,136324,0,13772,13436,5846,129855,27035,2244875
4160,126319,0,13567,10627,6119,175774,21296,7984517
1468,93699,1,7977,3467,6629,147892,74798,2000527
4315,148391,0,17733,5364,6454,127025,20167,5318055
3239,77172,0,18323,3845,4018,189199,43810,3685198
789,125355,1,17246,3534,3556,63960,81093,1339046
3785,91816,0,18508,3490,8337,93368,80296,4884490
1620,94807,0,7613,6270,5354,192498,81395,2153554
1232,51861,1,14063,8484,3814,175824,33948,2269532
4076,95152,0,5484,13940,3828,74630,59669,8302849
4282,130876,0,19671,11213,8297,128368,63695,8086095
3291,52289,1,18640,5818,3546,68373,89688,4298655
2538,81267,0,11880,9633,4934,85804,54208,4772974
4018,119357,0,17964,2169,7046,110011,63791,8284996
4355,42271,1,16680,6835,6492,61386,74020,8300115
4558,137652,0,8760,2700,9124,156026,52464,7060954
4935,145773,0,10632,8130,4079,134115,59930,6626830
4017,87504,0,6710,6541,4594,118340,62046,7307013
2656,102729,0,6160,2950,4944,97377,32016,4990988
3377,71718,0,11417,11742,4555,91104,29271,4599229
1567,131052,0,14573,5045,3687,170635,26887,2270173
4937,62707,1,18995,14029,5133,80597,34751,8571400
3550,133709,1,5230,4618,7755,101573,41390,7098201
4420,78573,0,11374,5830,5958,196407,40747,4850437
1627,39021,0,8186,13201,3573,158710,44201,3499888
4567,39040,0,11853,2297,6677,169127,33145,5705322
1490,103435,1,17094,10051,8133,81892,97995,2429233
3986,135285,0,7562,2509,8224,89653,68859,4509067
1925,56552,1,7031,7893,6988,189020,48571,2447968
1957,34344,0,5111,5749,9321,120940,71475,2737715
3954,108938,1,8217,12873,5256,143444,88019,6654831
1551,37203,0,18220,9118,8188,152082,26535,3199925
3087,108854,1,10907,3440,3910,59864,66330,3655920
3757,138025,0,14564,13623,4015,132109,66193,6176474
2742,35440,1,18347,7465,6134,52493,93942,4196860
1371,73209,0,14423,14980,8290,86539,57146,2981868
627,32892,0,13195,9581,3794,54528,77638,935943
605,115544,0,18431,12365,9525,104438,73610,1162469
1906,36687,0,11252,7229,9972,50680,68728,2154319
4294,53807,1,8149,2448,4333,115841,66297,8570619
3920,134608,0,18840,2633,5795,198449,20830,6741044
2861,110925,1,14954,12249,7262,129376,61451,4979017
4094,60152,1,6720,7886,9136,84169,97605,4659170
1500,148793,1,9834,3018,4023,77063,35432,2026662
3931,132758,0,7096,10906,7724,75344,20079,7291475
4979,55875,0,14324,7609,7328,189456,86800,8076213
4612,126088,1,19815,7646,3162,163587,79603,6029732
1893,64939,0,14908,9115,9736,88542,40870,3161911
2371,58939,1,16635,13266,9647,86097,99278,5050264
1589,38469,1,5521,2917,6336,75516,47682,2030219
4666,112943,1,16164,11015,4898,81928,84574,9604504
3632,91515,1,7423,8937,4901,90745,52606,6803247
3516,100157,1,10242,6273,7601,171601,33405,4452395
3030,108441,0,11731,4032,5682,124445,58530,5811340
3815,121311,1,5634,10790,9203,126234,72008,7098620
4392,113637,0,13840,4364,8181,129211,88186,7270086
3064,86355,1,16353,12492,6838,144918,30143,5833738
1893,81132,0,14364,2002,6177,185488,60825,2510369
3592,146278,1,18312,7277,4859,119374,21981,6602149
3245,128573,0,18010,7305,4167,66398,97319,5646587
1220,83249,0,12685,12183,7495,153276,96375,1932576
4826,92719,0,5366,8039,6036,75765,94702,8440362
4097,142129,1,11289,10004,6819,164120,77240,7389853
4265,49004,1,19948,12118,8983,82064,78010,5634624
3649,121498,1,8783,6146,7639,151640,39212,4622825
4380,100762,0,11026,8965,3357,168953,93427,6353229
789,35253,0,16076,5762,7582,155982,22692,1347285
4518,142024,0,8988,4714,7342,57617,55813,8518025
894,142066,1,19567,13019,4255,116261,61286,1740308
875,38726,1,17906,4472,5085,172712,60900,1919321
2639,88952,1,15708,9792,3678,181279,35515,4294986
2474,130702,1,9307,6215,3445,198370,26692,3114806
2958,119115,1,17552,2617,4640,143032,59644,5335415
3179,116552,1,10377,3393,9159,72558,74505,6411976
4109,90258,1,13816,4464,3053,50193,64452,6565008
2700,70000,1,18955,3802,7844,179183,90266,5065603
4896,76273,1,16609,10355,6982,174935,21453,9115804
912,127486,0,6803,11848,3017,114993,82041,1684442
1878,78426,0,6234,12373,3771,160111,30425,2638462
1593,59735,1,18304,10826,9692,72177,48242,3282070
1210,136959,1,14298,11147,4319,75379,76830,2631645
3950,95558,0,12250,12311,4598,168936,28887,7667524
3986,71648,1,5761,12598,6553,176233,57737,7708099
3999,62519,0,13540,6644,9831,151678,52211,4827738
3727,31286,0,19630,14388,3018,147424,93566,5581945
2111,99396,0,11331,8031,7693,151390,76429,2869604
1230,105810,0,12585,2718,4958,109049,23022,1679027
1109,40726,1,11970,12164,5794,177372,39543,2363251
2840,91540,1,5895,5463,6520,139839,97597,4653862
1967,145424,1,15143,2994,3308,53566,24160,2490003
2058,124818,1,12451,6616,5193,161281,41297,3345384
3019,125313,1,5330,2836,5854,104315,51470,6412890
729,55916,1,16739,13538,9075,188498,73966,1341563
4952,109826,1,8551,12488,8580,145543,70170,7373911
1040,32377,0,19376,10703,6490,190341,68229,1985806
3374,54771,0,16335,12351,7424,76296,86275,4300863
1435,122573,0,19291,9759,4360,194011,67337,3241066
3592,79004,1,18911,3041,4441,133327,78662,6289956
4146,84780,0,5922,9627,3782,55306,80731,5337277
3192,105232,1,6518,13343,9728,153775,23631,5029784
3569,81267,1,10428,6802,6858,128279,55073,5245754
3398,142008,1,8450,14486,4098,54092,37047,4173792
3907,133696,0,10113,7235,3983,156788,45609,5376370
2398,51802,0,8338,10735,6156,62446,34761,3900053
503,114838,1,15478,8366,9846,100654,66469,962969
4125,74984,0,19934,6183,7433,99176,75426,4607375
3434,55446,0,19997,13695,3793,95873,73437,5555178
2907,60860,0,13196,7792,5224,141756,75549,4473214
3067,120296,0,13097,11156,4781,163200,99689,4056598
1596,105417,1,11461,12567,3771,198999,28788,3194551
2485,113132,1,17958,3921,7342,195885,50707,3192318
3649,41837,0,13238,4869,9131,195016,95800,4995573
1857,92482,1,18604,11189,3588,188074,49889,2508928
578,68992,1,16630,14585,3713,108859,60768,1372104
2074,38689,1,14241,10866,4104,89948,31435,3675545
2105,31565,1,10334,11078,5678,100964,52233,2813548
4751,54793,1,13490,4236,8332,194456,25883,7800246
3486,34620,1,13252,8514,6178,64487,53195,6194148
527,95200,0,16685,6923,5696,97535,80247,847293
2410,55937,1,12141,4297,6170,176496,49129,4412533
1852,140712,1,15623,12465,8001,111696,83730,2901167
4234,113425,0,8487,6219,5736,50253,49218,5039967
918,118242,0,19148,4013,3047,146141,56795,2019205
4617,89400,0,17221,4352,9319,154112,78709,7768619
760,75277,1,10758,6886,3398,190547,44941,1607172
2607,55372,0,19232,3859,5092,191861,93697,5156771
3484,34956,1,6824,6493,4281,189054,37887,4787144
4791,135069,1,5755,9325,9457,128454,48815,5295557
1404,91394,1,13767,4050,7261,183608,23966,3160059
2726,41911,0,12110,4043,6586,114422,42970,3664345
4353,143771,1,7224,8474,8849,128053,52444,7558779
4920,111232,0,17380,14297,8111,164888,92414,10135320
1067,81403,1,18819,6674,3480,73397,20580,1620627
1278,36670,1,14742,4728,7976,100341,33997,2845154
1425,89844,0,11419,10111,8591,55108,84483,2452141
3738,93137,1,5533,7681,7794,145836,24237,7706843
3979,128227,1,19089,14484,5656,83718,86660,4759185
2115,53473,1,6991,2441,5238,157341,42476,3606075
2349,77298,1,19518,4062,8981,158833,73011,5009017
2443,138804,0,5863,7241,7138,165608,78907,3226518
2870,51345,1,9507,11775,5819,90626,31647,3960562
541,55608,0,18960,10817,9826,156333,69941,977433
3690,141831,1,14246,12755,3236,153158,21159,7698880
2320,74804,1,19550,13542,6772,128822,70816,3345702
940,141514,0,8026,8976,6925,92734,35942,1347815
603,131488,0,15591,13319,3816,172619,79708,1500015
1068,134052,1,10961,8113,4983,161444,35691,2071666
956,136835,0,16475,11150,3531,150306,22726,1860964
810,40286,0,19050,11230,7060,138295,90224,1607664
2407,133229,1,6208,9555,6924,156405,60497,4355322
2207,108636,1,18214,2090,3684,116462,90920,3649573
3955,46872,0,6610,4764,5704,137166,36904,8051377
2191,72305,0,16434,7878,3577,152524,57850,2883040
3392,71750,0,9327,3517,8345,185535,60523,6980058
1080,119185,0,6097,14526,6989,172023,87734,1802350
2515,74476,1,5252,10039,5481,112361,53250,3353503
4555,75148,1,16144,8047,5501,57888,73479,7741418
3144,121946,1,16561,8664,6198,141589,48650,6391583
2360,145874,1,16337,5812,7737,191397,21713,3705365
4184,133581,1,5433,11432,9134,95269,82265,4936691
4375,118642,1,6956,10376,6837,92150,85656,7142953
3791,107961,0,7788,10386,7522,125068,50958,7835450
3731,123567,0,14414,10207,8520,68627,50492,5460280
686,83559,1,15963,5152,9216,198168,45516,1157259
3443,101969,1,5083,5674,8267,163881,63669,5616060
4527,109936,1,13903,7769,9564,156178,64970,6726524
2122,103477,0,10776,8836,7531,139266,97780,2631174
3011,115189,0,8045,8208,6662,108754,73562,5965524
2877,146394,0,13408,13825,5329,66747,26766,4929654
2390,49983,0,12628,6380,7504,76508,50958,2962520
779,145390,0,10356,10337,3319,171463,52440,1893621
1354,76016,1,9015,11631,5973,94604,73120,2504592
897,46260,1,7558,14260,5416,129507,94134,1912343
4003,117576,1,15497,3898,9537,165785,25767,6776473
4970,64041,0,7276,5744,5668,91686,25376,10032205
4371,96074,0,9393,11685,6707,137529,45354,8570712
4295,74713,0,7665,3898,6668,133040,69159,4661093
1131,99748,0,5504,8410,4519,140959,62782,1469425
3536,114859,0,16966,12899,8591,172141,61325,5648988
1427,57190,1,9746,7831,6169,132848,59111,2248061
2527,128789,1,8835,14686,4175,97601,92151,4334969
2165,47770,0,14939,8434,6996,142773,69899,3188344
577,80201,1,18950,10271,8990,76375,91761,1470272
3741,129087,0,14976,14659,8136,189138,41704,4773911
1561,41251,0,11583,9787,8732,163521,62659,1947943
3861,131228,0,14800,7596,4093,123686,40517,5506927
4766,119689,0,15412,3185,7607,144922,52077,5772034
2199,117532,0,5940,7624,9975,175168,68807,3884796
791,62155,1,9257,5059,6940,143091,68828,1560071
1080,92939,1,11137,13468,9381,124158,46854,2242538
4700,124621,1,9702,8967,3414,140806,35437,5465077
1379,38061,1,9953,13212,9200,172998,40039,2802764
1982,70057,0,6912,5934,6475,58029,25771,2703331
2795,131836,1,14963,14337,8549,166286,24065,5131692
3944,54408,0,17307,3437,6201,126539,32643,5332255
1629,132828,0,12239,12360,3616,88507,48628,3285423
814,48188,0,11725,7103,5641,187753,96682,1850040
1108,52779,1,5401,13928,7145,156985,66313,1849942
4425,121210,0,17999,10029,3469,173420,51204,8827111
3492,54687,1,18755,10649,3808,92421,51464,4944847
3086,54214,0,8444,4273,9628,198730,73766,6199164
2619,96505,0,19006,13523,6929,118773,94877,3474446
877,113553,0,15547,7694,6569,156778,23659,1453301
633,136855,1,14752,4325,9475,162115,47010,1667223
3745,51246,0,14705,9992,8061,167463,60415,4359563
2316,63686,1,18656,7813,7240,116593,52487,4307809
4988,46551,1,8347,4051,3205,79517,46431,8677876
3635,49705,0,6349,9360,8001,73718,64002,7379936
1636,124015,0,19884,11982,9233,125380,33795,3550934
2251,90149,1,8087,5375,4906,55420,83371,3679896
789,122372,1,11050,2150,8570,77454,41981,1672057
2006,45802,0,7230,12245,3169,84798,37568,2509325
1838,93391,1,9963,10050,8357,82740,63161,2621191
3391,41031,0,6791,13716,5510,112471,82707,5546891
2484,85341,0,12360,12175,4423,154326,38977,3381780
1251,51521,0,17109,9382,8285,127597,83682,1819884
4089,116894,0,12181,3765,9797,141659,71792,4538486
1248,55333,0,9119,9494,3419,118371,25710,1560978
864,141965,1,11949,13908,3396,83692,48555,1882140
766,94731,0,15475,6000,6258,172231,87366,1159038
4321,67551,1,16089,11113,8786,66566,39944,8501720
4734,67261,0,14992,2954,8206,105379,71819,5376991
1688,140313,0,15742,2084,8352,77157,30077,2226022
3677,31973,1,9350,10609,5356,69350,49872,5204952
3720,40900,1,17664,14441,7810,119932,45402,6769309
3330,79249,1,9044,12953,9276,128873,40083,6042860
1202,49460,0,16578,10897,8764,120427,51262,1755752
2198,122031,1,12474,13533,8969,81158,20807,3275702
700,32206,1,14324,7365,3303,118201,54212,1604473
4298,87282,1,19130,10564,8878,193540,89362,6941911
2513,95622,1,16538,3094,6833,151005,25561,4063115
4041,39958,1,6341,5273,3279,197629,99483,7052842
2509,41383,0,7814,9518,7296,124108,39483,3884831
4005,134619,1,16508,11095,7586,187538,32532,6233054
3600,148335,0,12945,6864,4994,150297,46984,6845392
4659,99213,0,13613,6316,4741,68932,54400,9245718
4237,55257,1,13322,3182,7393,79218,29783,6852389
2211,110106,1,18231,7327,8256,143103,87976,3325724
4846,103181,0,10544,12477,3447,55744,68701,9702368
2229,75176,0,12312,4898,9340,183122,42630,4121095
3850,108320,1,9314,11945,4913,119514,89969,6813121
4634,57045,0,14800,12941,6162,105357,94719,7736329
568,38326,0,13388,6489,6978,184008,78145,1315868
4872,58986,0,11738,12001,5779,144629,64967,8948878
3691,134516,0,10980,7092,9204,159907,60922,6993876
1609,40437,0,11926,12588,3850,176462,52100,3476428
3518,135264,1,9713,10513,3071,150090,23428,5396686
3153,82941,0,6635,3203,9966,174759,23179,4218714
840,124218,0,15935,5671,3451,119397,36771,1476489
920,43156,1,18131,9549,6864,80165,57896,1941215
2775,57777,1,18389,8971,4662,100984,65767,4631992
2418,55310,0,18966,10013,3198,130702,34213,4761225
972,145821,0,6394,2125,9967,52684,75237,1493757
2635,147786,0,14310,7101,7378,195073,40527,4989242
3921,49855,1,7436,12613,9119,93398,23408,5194543
3528,100975,0,6835,12954,8874,55118,82884,6614916
2587,66033,0,15754,8961,4174,106561,26604,3948789
3858,97504,0,13238,5690,6111,180411,65717,8043826
755,135817,1,10277,5159,7466,145332,67281,1731226
4369,91455,1,18038,8142,5040,182525,66866,8081685
1943,82296,1,12947,5597,7572,147688,28987,2411099
1038,135395,1,19606,5314,7153,136477,54420,2226149
3887,109475,1,11565,4577,5595,176206,50143,5972527
2323,63992,0,6051,14364,3713,198290,85898,3445941
1357,70580,1,10296,6385,9559,99510,31160,2763570
631,63955,1,19422,13090,5286,59044,46731,1082797
3415,144694,0,13878,5624,9527,139224,97127,4445999
3086,130412,0,11862,12358,7502,131840,82905,4559387
3874,111247,0,14802,3610,5158,124609,62911,6634437
2531,116940,0,7909,12110,4455,192317,72654,3588653
2425,57108,0,5757,7296,4748,159023,89368,4102896
2501,59303,0,12435,10409,8798,79987,32826,3667261
4877,90866,1,13245,6820,9428,121651,97805,7251592
2827,88781,1,15322,4863,5348,74793,77385,3767707
4071,80087,1,19879,13275,6948,156499,55176,5814152
3871,53582,0,11528,6032,9746,94968,89281,5196194
4481,120671,0,15127,5853,6580,70842,96174,5887098
1165,75146,1,11666,12559,5593,186973,84572,1735617
2146,68405,1,11366,12265,6161,69243,80562,3423369
1663,55021,0,15080,2390,6571,76760,57475,2283207
3425,31308,1,8638,14342,3581,156661,55404,7086423
4498,129720,0,13099,5997,8848,65455,29660,7457243
1324,149733,0,7333,6246,9993,102024,92172,2303211
1232,95107,0,15213,10654,4094,165638,60424,1999532
4986,48289,0,6603,7008,5689,127015,58292,7536272
2087,139706,1,11967,8017,9137,124625,76847,3269937
4164,126018,1,13635,11543,5401,194764,79312,8262619
526,87673,1,19424,11126,3640,74943,29116,986492
3170,119220,1,16873,11435,7728,193597,20090,4526430
1383,37782,0,14744,5375,9325,98491,25359,2555481
626,134406,1,11910,2510,3109,75663,48334,1565912
1979,148085,1,18469,6868,6457,51751,83616,3740195
2828,50062,0,9364,13796,6817,176447,57466,3381564
818,56129,0,5907,13953,9307,198788,31519,1868970
2988,59716,1,8451,14691,7035,182538,29518,5688689
840,101566,0,14247,6065,4563,194371,42099,1404275
4714,131306,0,19422,5142,5150,136645,60191,5366987
4595,140025,0,7140,4909,7499,135532,60473,8247395
4980,130869,0,16041,7213,6236,106174,85699,6500436
2105,32583,0,5594,4766,4594,76695,23293,3355147
4681,73232,0,12947,14762,8259,106052,32724,5348212
2908,106347,0,6539,3608,5296,57393,62322,4801720
3553,142411,0,13345,3690,7901,68189,88604,3953436
3339,52235,1,14809,10961,7638,148883,59997,5516525
1608,53881,1,12871,2227,7625,177974,42465,3345625
4954,146502,0,12039,12586,8788,123128,85673,8219716
3704,99454,1,12033,9342,8857,187344,64985,7462753
3712,43869,0,5417,2807,5460,86250,46666,5939917
2425,36511,0,9348,8360,8722,129361,54453,4338774
1578,44116,1,11911,2547,3990,166349,48458,2533344
4900,65981,1,15398,14263,3830,55493,68903,6678190
2476,99423,0,9407,7516,4782,112186,47517,3588327
3318,86909,0,18885,12084,9992,61189,69832,3917973
2582,96758,0,11942,2723,3531,125165,64455,3543412
4060,141614,0,8863,13253,4694,121138,34265,5955193
3229,101282,1,17868,12513,8150,183359,22353,4777386
1663,115027,1,9530,2114,7793,146396,34293,2902317
1514,114433,1,9032,12442,8972,90679,80865,2669659
3944,91877,1,8425,8661,7486,130936,51893,7243703
1258,51236,0,6005,6035,5271,79016,27528,1930935
3594,141182,1,9360,11340,4526,110406,51438,6456194
4879,149664,1,14223,8451,3982,143881,21671,9666239
612,44432,1,14209,11934,6626,177820,55410,1301363
2920,89895,0,11250,9682,5556,164728,90670,4907791
4792,58014,0,7979,13152,5096,195965,54152,8371393
1321,111711,0,16868,13741,8482,164892,23392,2312801
4139,100519,0,18026,6161,3807,124624,43474,5111089
2945,105925,0,18380,14495,3709,173676,77241,4203006
2699,116058,1,5439,10469,4951,69322,86907,3168221
4786,47704,1,6837,14912,6774,139273,57017,8430187
2319,75968,1,8209,2138,6086,54950,46116,3260803
776,48750,1,18129,2675,3345,179851,97364,1865236
1766,149001,0,5894,9476,8587,83377,21251,3201926
775,91134,0,5650,12571,5827,80998,29188,1570869
3411,98071,0,12795,12786,6816,105049,30317,6686917
1830,118209,0,15759,11258,9636,152438,65850,2982182
2393,81527,1,14283,3836,9382,159168,74474,3287016
2843,147301,0,15228,13128,7761,71335,98133,5855547
3805,107942,1,17433,10872,3925,152945,29860,8017101
2888,128034,0,17671,13071,5908,120871,38946,3841990
1092,43453,1,15707,6366,9220,99271,91001,2266179
1887,116305,0,12661,4347,5280,148584,33197,2343750
4495,89006,1,9985,3065,4469,163587,89384,5077975
2034,128528,1,7562,14986,5218,51152,41495,3756152
4609,59565,1,14614,11812,9677,136391,74994,6192082
1563,135700,0,11075,9683,7842,87178,60656,3231584
3605,98336,0,18951,14572,4000,175069,95184,5860728
4404,31280,0,9215,7032,7368,133048,86925,8122996
3805,93663,1,8783,8405,9038,194373,75767,4688724
2403,144018,1,15989,12150,4048,75374,62486,4918397
3861,128825,1,5054,7840,7852,152643,87964,5084526
1354,113538,1,14285,13235,5885,52441,57766,2480524
4004,59834,0,15104,5326,7644,59386,83266,6675760
3395,91558,1,6517,8224,5521,85985,43228,3959928
4550,86958,0,13547,6506,6540,149642,65801,9326905
4312,107410,1,10587,10921,8474,103611,63684,6019950
2415,47985,0,18599,6851,8840,171589,35348,4428797
3498,32306,1,9869,10049,8578,162918,54268,6085490
1841,37822,1,10007,9270,5563,115621,38648,2218837
3187,141162,0,18296,7663,5105,109181,62052,6278799
2361,58403,0,16201,11585,5219,182272,83872,3437316
2955,142488,1,10841,4902,9416,73190,35460,4067258
4292,88559,1,14452,2050,6301,142555,41074,4938291
3363,30942,1,7265,9405,5193,183719,37457,4578845
3651,66699,0,13915,10231,8556,185738,40457,6240433
4378,137649,0,11124,8022,6346,127123,22936,5570602
3562,56781,0,14485,10960,7949,95412,82913,5492177
1808,66517,0,8389,4968,3828,125292,35912,3498765
2201,120372,0,18969,8366,8688,88914,79627,4628302
4913,100276,1,9359,10709,6406,117422,50754,8749442
3713,46373,1,16908,10155,5347,55486,28116,4702142
2518,78651,0,17631,14894,9290,80782,93292,3777285
746,42419,1,17072,14668,7644,181504,30016,1552644
2724,112327,0,14692,4019,6985,105004,54484,5395226
3358,81195,0,17808,8415,8177,63954,59939,5436742
1867,100808,0,14257,9573,4291,101605,35479,3050259
4859,110153,0,12185,12121,3031,128192,35105,6421712
4763,104294,0,6837,6324,9553,142086,70695,7482393
1202,110639,1,19202,7680,5478,126690,81007,2035792
2423,84909,1,13623,14741,4961,72343,78952,4160216
2050,77149,1,6819,14650,9107,152432,49562,4117583
1833,42973,1,7377,11466,8720,65251,40711,3843009
2298,74330,0,9371,6489,7317,165490,57244,4478696
3955,64747,1,6445,9462,9194,58570,71408,7550752
3865,122064,1,12080,8713,7904,194850,57802,5752053
1163,52548,0,9822,7830,6045,174337,63190,2285642
3127,122118,1,6903,4729,6533,176765,92764,4850374
2584,50222,1,6915,11516,3704,137117,29026,2985115
3435,135444,1,10267,2600,8984,161369,95869,6987938
4967,43476,1,15134,14891,7668,171718,33231,5612848
2649,97851,0,8121,3796,7990,125937,50652,3249377
3926,136596,0,15372,10504,5506,155522,58415,4380117
979,34756,1,17987,7199,7898,188706,50611,1452001
3457,69564,0,18274,2662,9740,184041,59689,4004980
4230,109850,1,13776,7777,8397,163606,98467,7596880
1850,74404,1,16050,10686,8572,145096,66558,3850338
4512,95568,1,8965,5975,6111,152411,90861,8566547
1199,83483,0,7152,5047,8685,104074,27556,2185912
3147,44533,0,5291,4194,6025,164719,84549,5929839
2221,86042,1,11375,8372,8284,52098,30819,3532020
3659,104059,0,10220,5995,8035,74955,57066,7235869
833,148204,0,11402,3731,5294,189530,24469,1598733
1163,116501,0,14507,13825,9481,63759,38904,1452787
1278,99751,0,17284,4901,4908,170748,87083,2560437
1723,46541,1,17399,6427,5571,91013,89450,3510757
3954,90452,1,14260,7568,4428,157013,46591,5262299
3999,51329,1,10602,2775,7135,174697,86378,5702977
2997,148316,1,12779,13707,4053,170839,94822,5624317
1440,82934,1,8228,2441,7927,164567,85399,2717792
3133,82973,0,19560,5048,7392,127328,40289,6203864
1516,49072,0,19233,2410,9990,92322,66680,2479860
4221,55268,1,12047,12452,5350,183500,49512,7477552
